Predictions: (Task 2, Task 6, Task 10, Task 12, Task 13)

No         Predictions     Hop latency [us]     Accuracy [%]        
6084       (3 1 2 1 2)     44.374               79.277              
6085       (3 3 2 1 2)     43.329               79.277              
6086       (2 5 1 1 2)     44.117               79.274              
6087       (3 1 1 5 2)     42.253               79.274              
6088       (3 5 1 1 2)     42.356               79.277              
6089       (2 5 1 1 2)     39.220               79.278              
6090       (0 1 2 5 2)     38.370               79.271              
6091       (3 3 2 1 2)     44.117               79.271              
6092       (3 5 1 1 2)     41.894               79.271              
6093       (3 5 1 1 2)     40.647               79.275              
6094       (2 1 1 5 2)     44.618               79.275              
6095       (3 5 2 1 2)     44.511               79.278              
6096       (3 1 1 5 1)     44.445               79.275              
6097       (3 1 2 5 2)     36.202               79.272              
6098       (3 1 2 1 2)     37.131               79.275              
6099       (2 5 2 1 1)     42.718               79.269              
6100       (3 3 2 1 2)     44.709               79.272              
6101       (3 5 1 1 2)     42.417               79.272              
6102       (2 3 2 1 2)     43.484               79.276              
6103       (3 5 1 1 1)     44.016               79.279              
6104       (3 6 2 1 2)     39.849               79.279              
6105       (3 5 2 1 1)     37.752               79.276              
6106       (3 1 2 1 2)     42.320               79.276              
6107       (3 5 2 0 2)     44.119               79.273              
6108       (3 3 2 1 2)     39.911               79.276              
6109       (3 3 2 1 2)     44.303               79.273              
6110       (2 5 2 0 2)     43.936               79.270              
6111       (3 5 1 5 1)     38.858               79.270              
6112       (3 5 2 1 1)     38.218               79.270              
6113       (3 3 2 1 2)     38.682               79.274              
6114       (3 3 2 1 2)     43.190               79.277              
6115       (6 3 2 1 2)     37.338               79.281              
6116       (3 5 2 1 2)     42.723               79.284              
6117       (3 5 2 1 2)     41.730               79.281              
6118       (2 1 1 5 1)     44.451               79.281              
6119       (3 5 1 1 2)     42.478               79.284              
6120       (3 5 1 1 2)     37.977               79.288              
6121       (3 5 2 5 2)     44.734               79.288              
6122       (3 5 2 1 2)     41.754               79.291              
6123       (3 1 2 1 2)     39.101               79.295              
6124       (3 1 1 1 2)     44.435               79.295              
6125       (4 3 2 1 2)     41.259               79.298              
6126       (2 5 2 1 2)     42.572               79.298              
6127       (3 7 2 1 2)     38.015               79.295              
6128       (3 3 2 1 2)     41.881               79.295              
6129       (3 3 2 1 2)     38.396               79.299              
6130       (3 5 1 1 2)     41.937               79.302              
6131       (3 3 2 5 2)     38.103               79.302              
6132       (3 5 2 1 1)     40.025               79.302              
6133       (2 3 2 1 2)     38.202               79.306              
6134       (3 3 2 1 2)     39.226               79.309              
6135       (4 3 2 1 2)     40.396               79.312              
6136       (3 1 2 1 2)     44.643               79.316              
6137       (5 3 2 1 2)     41.388               79.319              
6138       (2 5 2 5 2)     42.391               79.316              
6139       (3 5 1 1 2)     44.387               79.316              
6140       (2 5 1 1 2)     40.894               79.316              
6141       (2 1 1 0 2)     38.310               79.310              
6142       (3 5 2 1 2)     45.301               79.313              
6143       (3 3 2 5 2)     43.291               79.310              
6144       (2 6 1 5 2)     42.820               79.307              
6145       (3 3 2 0 1)     41.009               79.304              
6146       (2 5 1 1 2)     41.171               79.304              
6147       (3 3 2 5 2)     43.816               79.304              
6148       (2 3 2 0 2)     38.041               79.301              
6149       (2 1 1 1 2)     38.268               79.294              
6150       (4 6 2 1 1)     38.414               79.294              
6151       (3 6 2 5 2)     42.040               79.291              
6152       (3 4 2 1 2)     44.250               79.291              
6153       (2 1 1 1 2)     38.055               79.288              
6154       (3 5 2 1 2)     40.963               79.292              
6155       (3 4 2 5 2)     40.931               79.285              
6156       (2 5 1 4 2)     40.676               79.285              
