Predictions: (Task 2, Task 6, Task 10, Task 12, Task 13)

No         Predictions     Hop latency [us]     Accuracy [%]        
6024       (3 5 2 1 2)     13.131               77.268              
6025       (4 4 0 2 0)     10.089               77.255              
6026       (3 3 1 1 2)     13.314               77.259              
6027       (4 4 0 0 0)     7.202                77.246              
6028       (5 3 2 1 2)     12.484               77.247              
6029       (3 3 2 1 2)     7.190                77.250              
6030       (3 5 1 1 2)     12.272               77.251              
6031       (3 3 2 1 2)     13.558               77.251              
6032       (0 4 0 0 1)     7.426                77.242              
6033       (6 1 2 5 2)     12.844               77.236              
6034       (3 1 2 1 2)     7.209                77.236              
6035       (0 2 0 0 3)     12.085               77.227              
6036       (3 3 2 1 2)     7.191                77.227              
6037       (3 3 2 1 2)     12.526               77.231              
6038       (0 3 2 1 2)     7.170                77.231              
6039       (5 1 2 1 2)     7.900                77.232              
6040       (0 4 0 3 1)     12.780               77.226              
6041       (5 3 2 1 1)     7.180                77.229              
6042       (3 0 0 4 0)     12.455               77.220              
6043       (3 5 1 1 2)     7.220                77.224              
6044       (3 1 2 1 2)     12.883               77.221              
6045       (4 4 0 2 0)     7.232                77.208              
6046       (3 3 2 1 2)     12.852               77.212              
6047       (3 1 0 2 2)     10.151               77.206              
6048       (3 5 2 1 2)     13.383               77.209              
6049       (3 1 2 1 2)     7.232                77.210              
6050       (3 3 2 1 2)     7.886                77.214              
6051       (0 7 1 1 1)     12.617               77.211              
6052       (3 5 1 1 2)     7.230                77.211              
6053       (3 3 2 1 2)     12.911               77.208              
6054       (5 1 2 1 2)     7.242                77.206              
6055       (0 4 0 2 3)     12.392               77.196              
6056       (3 1 2 1 2)     7.210                77.197              
6057       (5 5 2 1 2)     12.220               77.194              
6058       (5 1 2 2 1)     7.211                77.194              
6059       (0 1 1 1 2)     12.597               77.195              
6060       (5 5 1 2 1)     7.274                77.189              
6061       (3 1 2 1 2)     12.566               77.189              
6062       (3 1 2 1 2)     13.089               77.193              
6063       (3 7 2 1 2)     13.274               77.193              
6064       (4 2 0 2 0)     7.201                77.184              
6065       (3 3 2 1 2)     12.330               77.188              
6066       (3 1 2 1 2)     7.221                77.188              
6067       (5 1 1 1 1)     12.670               77.185              
6068       (3 3 2 1 2)     7.201                77.189              
6069       (3 3 2 1 2)     12.926               77.193              
6070       (3 5 2 1 2)     7.232                77.193              
6071       (3 3 2 1 2)     12.668               77.197              
6072       (5 5 2 1 2)     7.242                77.197              
6073       (3 1 2 1 2)     12.915               77.201              
6074       (3 1 2 1 2)     7.208                77.205              
6075       (0 5 1 1 2)     12.963               77.202              
6076       (3 5 2 1 2)     7.230                77.206              
6077       (3 1 2 1 2)     13.131               77.206              
6078       (4 2 0 2 1)     7.229                77.197              
6079       (3 1 1 1 1)     13.058               77.197              
6080       (3 7 2 1 1)     7.251                77.195              
6081       (5 3 2 1 2)     8.317                77.195              
6082       (5 3 2 1 2)     7.335                77.195              
6083       (3 3 2 1 2)     12.047               77.196              
6084       (3 5 2 1 2)     7.232                77.200              
6085       (5 3 2 1 2)     8.870                77.200              
6086       (3 7 1 1 2)     7.362                77.204              
6087       (3 1 2 1 2)     12.433               77.201              
6088       (3 5 1 1 2)     13.129               77.205              
6089       (4 5 2 1 2)     7.303                77.202              
6090       (5 2 1 4 3)     12.197               77.193              
6091       (5 3 2 1 2)     10.078               77.196              
6092       (3 5 2 3 1)     7.487                77.194              
6093       (0 7 1 1 2)     12.371               77.191              
6094       (5 1 1 5 2)     7.201                77.188              
6095       (3 5 2 1 2)     12.289               77.192              
6096       (3 3 1 1 1)     7.231                77.195              
