Predictions: (Task 2, Task 6, Task 10, Task 12, Task 13)

No         Predictions     Hop latency [us]     Accuracy [%]        
6043       (3 5 1 1 1)     9.080                77.869              
6044       (3 3 2 1 2)     9.098                77.869              
6045       (4 0 0 0 0)     9.135                77.856              
6046       (3 3 2 1 2)     10.698               77.860              
6047       (3 5 1 1 0)     12.378               77.860              
6048       (3 5 2 1 2)     15.715               77.864              
6049       (3 1 2 1 2)     15.368               77.864              
6050       (3 3 2 1 2)     15.428               77.868              
6051       (3 1 1 1 1)     9.152                77.868              
6052       (3 1 2 1 2)     9.184                77.869              
6053       (3 7 1 1 2)     9.163                77.869              
6054       (2 1 1 1 1)     9.162                77.870              
6055       (0 2 1 0 1)     9.101                77.863              
6056       (3 3 2 1 2)     9.061                77.867              
6057       (3 5 1 1 2)     9.094                77.867              
6058       (6 1 2 1 1)     10.121               77.868              
6059       (3 1 1 0 2)     9.233                77.868              
6060       (3 5 0 0 1)     9.136                77.865              
6061       (3 3 2 1 2)     9.079                77.869              
6062       (3 1 2 1 2)     9.081                77.872              
6063       (3 3 2 1 2)     9.084                77.876              
6064       (4 6 0 0 0)     10.055               77.866              
6065       (3 3 2 1 1)     15.541               77.867              
6066       (3 3 2 1 2)     9.143                77.870              
6067       (3 1 1 1 1)     10.042               77.871              
6068       (2 3 2 1 1)     9.184                77.868              
6069       (3 3 2 1 2)     15.584               77.871              
6070       (3 5 1 1 2)     9.187                77.875              
6071       (3 3 2 1 2)     9.132                77.879              
6072       (1 5 2 5 1)     9.172                77.876              
6073       (3 1 2 1 2)     9.149                77.879              
6074       (3 1 2 1 2)     9.082                77.883              
6075       (3 1 2 1 2)     9.142                77.880              
6076       (3 5 2 1 2)     15.388               77.884              
6077       (2 3 2 1 2)     9.080                77.884              
6078       (2 5 1 1 1)     9.094                77.885              
6079       (3 1 1 1 1)     10.042               77.885              
6080       (3 1 1 1 1)     14.969               77.885              
6081       (3 3 2 1 2)     9.102                77.889              
6082       (4 3 2 1 1)     9.141                77.886              
6083       (3 3 2 1 2)     15.305               77.886              
6084       (3 5 2 1 2)     9.931                77.890              
6085       (2 3 2 1 2)     15.614               77.890              
6086       (3 5 1 1 2)     9.162                77.891              
6087       (0 1 1 1 1)     9.120                77.884              
6088       (3 5 1 1 1)     15.326               77.885              
6089       (6 5 1 0 1)     9.090                77.882              
6090       (0 0 0 3 1)     9.151                77.869              
6091       (5 3 2 1 1)     9.060                77.869              
6092       (3 1 1 1 1)     9.070                77.870              
6093       (3 1 1 1 2)     9.143                77.870              
6094       (2 1 1 1 2)     9.152                77.874              
6095       (3 5 2 1 2)     9.154                77.877              
6096       (3 1 1 1 1)     15.143               77.878              
6097       (3 3 2 1 2)     9.157                77.881              
6098       (3 1 2 1 2)     15.613               77.885              
6099       (5 5 1 1 1)     9.613                77.885              
6100       (3 1 2 1 1)     9.114                77.882              
6101       (3 5 1 1 1)     9.090                77.886              
6102       (3 3 2 1 2)     9.142                77.886              
6103       (3 2 1 0 1)     15.162               77.883              
6104       (3 1 0 0 1)     9.070                77.877              
6105       (3 1 1 1 1)     15.347               77.877              
6106       (3 3 2 1 2)     9.695                77.881              
6107       (3 5 0 5 1)     11.828               77.878              
6108       (3 3 2 1 2)     9.172                77.882              
6109       (3 3 2 5 1)     9.123                77.876              
6110       (3 5 2 1 2)     15.295               77.879              
6111       (3 1 1 1 1)     15.276               77.876              
6112       (2 5 1 0 1)     9.808                77.873              
6113       (3 3 2 1 2)     12.389               77.877              
6114       (3 3 2 1 1)     9.143                77.877              
6115       (6 1 0 1 1)     9.826                77.871              
